epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
372,349.85,0.50898,0.44173,1.12561,0.88062,0.85476,0.90507,0.47208,1.64338,1.11535,2.90741,0.00105473,0.00105473,0.00105473
373,350.766,0.50936,0.4071,1.08998,0.89396,0.87696,0.93248,0.51604,1.54635,0.97732,2.82575,0.00105308,0.00105308,0.00105308
374,351.681,0.52092,0.42817,1.12269,0.87107,0.85,0.89336,0.52575,1.59882,0.98176,2.86709,0.00105143,0.00105143,0.00105143
375,352.598,0.53786,0.43458,1.08437,0.90848,0.86484,0.93695,0.53887,1.52475,0.96588,2.76275,0.00104978,0.00104978,0.00104978
376,353.513,0.4932,0.43248,1.08838,0.85267,0.85,0.87597,0.51335,1.5871,0.96127,2.81911,0.00104813,0.00104813,0.00104813
377,354.676,0.56919,0.49606,1.15361,0.89606,0.85,0.90188,0.51619,1.55221,0.97245,2.75321,0.00104648,0.00104648,0.00104648
378,355.593,0.50906,0.41207,1.08113,0.88458,0.87932,0.8822,0.48848,1.54665,1.0141,2.70311,0.00104483,0.00104483,0.00104483
379,356.507,0.51744,0.41754,1.11919,0.90141,0.75,0.86615,0.4821,1.57379,1.10454,2.83744,0.00104318,0.00104318,0.00104318
380,357.426,0.53425,0.42414,1.12366,0.82644,0.80848,0.85331,0.47768,1.63772,1.14441,2.94789,0.00104152,0.00104152,0.00104152
381,358.347,0.52993,0.43163,1.10586,0.86181,0.84764,0.87262,0.47873,1.70566,0.97645,2.9674,0.00103987,0.00103987,0.00103987
382,359.512,0.54026,0.44216,1.09437,0.9037,0.925,0.93161,0.51524,1.64022,0.86997,2.80259,0.00103822,0.00103822,0.00103822
383,360.415,0.54253,0.40267,1.11552,0.90938,0.93541,0.96075,0.56231,1.5588,0.7965,2.68353,0.00103657,0.00103657,0.00103657
384,361.353,0.5069,0.43597,1.10582,0.87937,0.94994,0.9619,0.54166,1.59307,0.78584,2.74434,0.00103492,0.00103492,0.00103492
385,362.269,0.50756,0.40034,1.10936,0.88289,0.93261,0.95697,0.54555,1.60225,0.83073,2.81675,0.00103327,0.00103327,0.00103327
386,363.188,0.50027,0.46109,1.10777,0.8809,0.9225,0.95654,0.51457,1.65018,0.87155,2.93863,0.00103162,0.00103162,0.00103162
387,364.101,0.51936,0.38747,1.13408,0.89869,0.93738,0.96693,0.52111,1.60603,0.79055,2.86056,0.00102997,0.00102997,0.00102997
388,365.262,0.55756,0.4582,1.15246,0.8968,0.81585,0.90972,0.52214,1.64352,0.85061,2.88865,0.00102832,0.00102832,0.00102832
389,366.171,0.52031,0.4494,1.12734,0.81799,0.91536,0.93468,0.53208,1.60241,0.8394,2.83348,0.00102667,0.00102667,0.00102667
390,367.088,0.48452,0.4108,1.08219,0.85744,0.85,0.92704,0.52088,1.59562,0.86736,2.8508,0.00102502,0.00102502,0.00102502
391,368.002,0.52366,0.40677,1.11911,0.8272,0.95357,0.9454,0.5256,1.64371,0.89786,2.83812,0.00102337,0.00102337,0.00102337
392,368.929,0.48653,0.39836,1.08539,0.8872,0.875,0.93866,0.50769,1.69158,0.95157,2.83773,0.00102172,0.00102172,0.00102172
393,370.102,0.48858,0.39432,1.08963,0.88864,0.86023,0.93413,0.5091,1.69149,0.87011,2.89279,0.00102007,0.00102007,0.00102007
394,371.02,0.51671,0.39683,1.10893,0.89001,0.86113,0.9142,0.49458,1.73088,0.88965,3.00164,0.00101842,0.00101842,0.00101842
395,371.936,0.48783,0.37271,1.07003,0.85115,0.86637,0.88292,0.48365,1.70656,0.9723,2.98144,0.00101677,0.00101677,0.00101677
396,372.85,0.54049,0.45053,1.14502,0.903,0.82516,0.86107,0.48115,1.6942,1.02172,2.91548,0.00101512,0.00101512,0.00101512
397,373.777,0.47161,0.41126,1.07952,0.88634,0.83015,0.87445,0.49228,1.69803,1.01708,2.92627,0.00101347,0.00101347,0.00101347
398,374.702,0.49812,0.38923,1.09678,0.85163,0.84527,0.87599,0.47899,1.72342,0.98558,3.00569,0.00101182,0.00101182,0.00101182
399,375.868,0.47259,0.34489,1.08911,0.82779,0.81066,0.88914,0.48288,1.747,0.96455,2.98068,0.00101017,0.00101017,0.00101017
400,376.781,0.54287,0.40862,1.08385,0.78857,0.775,0.83421,0.47285,1.68456,1.02594,2.90114,0.00100852,0.00100852,0.00100852
401,377.699,0.47442,0.394,1.10252,0.83426,0.78837,0.84846,0.48657,1.61475,1.03508,2.85641,0.00100687,0.00100687,0.00100687
402,378.623,0.46703,0.41358,1.09875,0.83951,0.8,0.82629,0.47358,1.70448,1.07736,2.98475,0.00100522,0.00100522,0.00100522
403,379.547,0.48836,0.38079,1.07678,0.80265,0.825,0.84921,0.4778,1.75856,1.12246,3.04523,0.00100357,0.00100357,0.00100357
404,380.716,0.50508,0.37331,1.07718,0.84505,0.825,0.86689,0.45825,1.746,1.10419,3.0803,0.00100192,0.00100192,0.00100192
405,381.626,0.4478,0.39499,1.07755,0.83906,0.8,0.85963,0.44308,1.74364,1.05145,3.07263,0.00100027,0.00100027,0.00100027
406,382.549,0.47792,0.38471,1.07274,0.87869,0.82022,0.87405,0.47546,1.65909,0.96881,2.89926,0.000998616,0.000998616,0.000998616
407,383.463,0.4727,0.42171,1.09739,0.79728,0.9,0.88324,0.52457,1.55005,0.87166,2.72006,0.000996966,0.000996966,0.000996966
408,384.37,0.50543,0.39257,1.06715,0.86749,0.8,0.88787,0.53476,1.52366,0.87705,2.65593,0.000995316,0.000995316,0.000995316
409,385.282,0.50965,0.3942,1.10638,0.86465,0.79073,0.89234,0.52191,1.51509,0.93844,2.66089,0.000993665,0.000993665,0.000993665
410,386.443,0.46225,0.38074,1.07995,0.89031,0.825,0.8824,0.52358,1.57285,1.02966,2.76011,0.000992015,0.000992015,0.000992015
411,387.359,0.45914,0.43244,1.0678,0.8556,0.775,0.8664,0.49464,1.68829,1.22814,2.93189,0.000990365,0.000990365,0.000990365
412,388.281,0.49428,0.46333,1.12428,0.71258,0.74632,0.75253,0.43297,1.78278,1.55066,3.16204,0.000988714,0.000988714,0.000988714
413,389.198,0.53906,0.40494,1.13266,0.73113,0.72118,0.75833,0.41304,1.77654,1.45634,3.21873,0.000987064,0.000987064,0.000987064
414,390.11,0.54373,0.42396,1.10748,0.75565,0.77307,0.82537,0.47018,1.73328,1.1079,3.14799,0.000985414,0.000985414,0.000985414
415,391.29,0.46917,0.38742,1.08097,0.87694,0.75442,0.87699,0.48641,1.68732,0.95178,3.0445,0.000983763,0.000983763,0.000983763
416,392.2,0.5077,0.39669,1.102,0.86718,0.80937,0.89043,0.50848,1.71589,0.87779,3.12471,0.000982113,0.000982113,0.000982113
417,393.106,0.53445,0.42216,1.12632,0.83574,0.82886,0.85985,0.47032,1.73507,0.89025,3.16805,0.000980463,0.000980463,0.000980463
418,394.022,0.50216,0.41094,1.09399,0.84836,0.875,0.90404,0.51039,1.72207,0.83781,3.24255,0.000978812,0.000978812,0.000978812
419,394.934,0.45014,0.40785,1.07155,0.91273,0.88024,0.93441,0.49232,1.6983,0.76077,3.15504,0.000977162,0.000977162,0.000977162
420,395.86,0.46146,0.389,1.05213,0.90299,0.875,0.9457,0.52252,1.64687,0.8029,3.11396,0.000975512,0.000975512,0.000975512
421,397.022,0.5377,0.41982,1.11822,0.81549,0.9,0.89004,0.48741,1.65441,0.84594,3.08921,0.000973861,0.000973861,0.000973861
422,397.934,0.49812,0.42424,1.11566,0.80689,0.9,0.86224,0.47683,1.62177,0.93197,3.02775,0.000972211,0.000972211,0.000972211
423,398.85,0.48482,0.37883,1.09721,0.84579,0.77431,0.84889,0.45569,1.65678,1.03026,3.06279,0.000970561,0.000970561,0.000970561
424,399.769,0.48442,0.37579,1.04535,0.83015,0.79223,0.86489,0.46837,1.70887,1.07854,3.14327,0.00096891,0.00096891,0.00096891
425,400.689,0.52636,0.4053,1.14485,0.89495,0.78778,0.88334,0.48387,1.72857,1.02303,3.15267,0.00096726,0.00096726,0.00096726
426,401.858,0.49904,0.39788,1.08923,0.87296,0.83425,0.8654,0.46213,1.82483,0.9332,3.29256,0.00096561,0.00096561,0.00096561
427,402.756,0.48124,0.38171,1.07034,0.89496,0.825,0.87459,0.46726,1.82763,0.89284,3.30108,0.000963959,0.000963959,0.000963959
428,403.667,0.53774,0.38644,1.12047,0.90548,0.85,0.86056,0.43796,1.7948,0.90023,3.25393,0.000962309,0.000962309,0.000962309
429,404.574,0.58759,0.47816,1.19097,0.90635,0.84147,0.87785,0.45763,1.80766,0.96789,3.28622,0.000960659,0.000960659,0.000960659
430,405.504,0.52954,0.40589,1.11378,0.89522,0.825,0.86079,0.46862,1.76395,0.93849,3.09179,0.000959008,0.000959008,0.000959008
431,406.438,0.55987,0.44069,1.13471,0.82813,0.886,0.92005,0.48995,1.66327,0.85269,2.80591,0.000957358,0.000957358,0.000957358
432,407.609,0.49026,0.39225,1.08745,0.88497,0.875,0.93057,0.49915,1.55407,0.8864,2.72177,0.000955708,0.000955708,0.000955708
433,408.54,0.49406,0.38829,1.08769,0.86727,0.89345,0.92891,0.49226,1.56896,0.9359,2.83053,0.000954057,0.000954057,0.000954057
434,409.463,0.49399,0.47655,1.08943,0.88266,0.82494,0.88816,0.47123,1.68782,1.09234,2.97725,0.000952407,0.000952407,0.000952407
435,410.373,0.50176,0.40652,1.11253,0.85239,0.89836,0.89853,0.46459,1.68671,0.97535,2.99211,0.000950757,0.000950757,0.000950757
436,411.29,0.44959,0.37101,1.06901,0.86058,0.9,0.89414,0.42907,1.71188,1.03441,2.98773,0.000949106,0.000949106,0.000949106
437,412.472,0.45554,0.36674,1.08222,0.89178,0.82643,0.90513,0.47001,1.69332,0.9911,2.94481,0.000947456,0.000947456,0.000947456
438,413.377,0.50814,0.42924,1.08294,0.81362,0.90925,0.91771,0.50454,1.57663,0.89658,2.81703,0.000945806,0.000945806,0.000945806
439,414.293,0.46122,0.37849,1.08833,0.8797,0.90882,0.93647,0.52038,1.50101,0.90281,2.71839,0.000944155,0.000944155,0.000944155
440,415.208,0.45358,0.34859,1.04796,0.88209,0.90346,0.94007,0.52447,1.53354,0.83527,2.79395,0.000942505,0.000942505,0.000942505
441,416.139,0.52392,0.43568,1.11147,0.95421,0.8875,0.95272,0.51508,1.59056,0.81648,2.93148,0.000940855,0.000940855,0.000940855
442,417.057,0.49315,0.41394,1.09332,0.93979,0.89151,0.95197,0.52901,1.6197,0.80061,3.0086,0.000939204,0.000939204,0.000939204
443,418.217,0.49145,0.38744,1.09376,0.94658,0.88645,0.94956,0.50949,1.63027,0.7909,3.06188,0.000937554,0.000937554,0.000937554
444,419.141,0.50866,0.41862,1.10923,0.9167,0.925,0.95637,0.5141,1.62928,0.80223,3.01123,0.000935904,0.000935904,0.000935904
445,420.058,0.49297,0.3643,1.06989,0.8934,0.91162,0.95902,0.52078,1.59415,0.83643,2.9176,0.000934253,0.000934253,0.000934253
446,420.984,0.49052,0.41314,1.08287,0.81954,0.96941,0.95427,0.50697,1.63272,0.84614,3.00059,0.000932603,0.000932603,0.000932603
447,421.905,0.46253,0.34152,1.06434,0.87241,0.925,0.94734,0.49358,1.68197,0.9173,3.06952,0.000930953,0.000930953,0.000930953
448,423.082,0.52749,0.40165,1.11357,0.831,0.89445,0.9108,0.48377,1.72209,0.96574,3.13856,0.000929302,0.000929302,0.000929302
449,423.998,0.49503,0.44185,1.10154,0.82926,0.9195,0.90963,0.48192,1.67829,0.90919,3.01141,0.000927652,0.000927652,0.000927652
450,424.916,0.46313,0.38004,1.0882,0.77236,0.95,0.9237,0.50456,1.60068,0.90492,2.87603,0.000926002,0.000926002,0.000926002
451,425.832,0.51121,0.41242,1.12086,0.84779,0.89222,0.93826,0.50888,1.65113,0.90137,2.946,0.000924352,0.000924352,0.000924352
452,426.75,0.44716,0.40263,1.05287,0.79918,0.9,0.92958,0.50432,1.68814,0.90892,3.01175,0.000922701,0.000922701,0.000922701
453,427.669,0.46864,0.37713,1.10288,0.92205,0.84387,0.9318,0.50216,1.65086,0.93368,3.00186,0.000921051,0.000921051,0.000921051
454,428.849,0.4409,0.4123,1.06421,0.95838,0.85,0.94274,0.4868,1.62967,0.94852,2.96926,0.000919401,0.000919401,0.000919401
455,429.77,0.494,0.37599,1.06981,0.8488,0.925,0.95162,0.49047,1.70842,0.91631,3.09838,0.00091775,0.00091775,0.00091775
456,430.694,0.44621,0.37595,1.07827,0.84134,0.92267,0.95206,0.50268,1.70201,0.95782,3.12256,0.0009161,0.0009161,0.0009161
457,431.62,0.48359,0.38805,1.04824,0.90972,0.8,0.93315,0.50124,1.65427,0.87381,3.08243,0.00091445,0.00091445,0.00091445
458,432.543,0.44208,0.37183,1.07707,0.91836,0.81787,0.89443,0.47734,1.73387,0.91777,3.20333,0.000912799,0.000912799,0.000912799
459,433.722,0.46487,0.38644,1.09823,0.90219,0.80472,0.85648,0.45343,1.84036,1.0615,3.35371,0.000911149,0.000911149,0.000911149
460,434.625,0.46123,0.37641,1.07556,0.89208,0.80324,0.85158,0.44153,1.77473,1.04691,3.21635,0.000909499,0.000909499,0.000909499
461,435.54,0.4868,0.39035,1.07214,0.87764,0.86943,0.90374,0.49139,1.61442,0.94956,2.96798,0.000907848,0.000907848,0.000907848
462,436.469,0.50379,0.42998,1.09046,0.88491,0.87401,0.8987,0.49718,1.58471,0.93649,2.90317,0.000906198,0.000906198,0.000906198
463,437.39,0.5175,0.4533,1.09003,0.79458,0.92439,0.89949,0.48481,1.66196,0.97044,3.01603,0.000904548,0.000904548,0.000904548
464,438.301,0.45113,0.36848,1.08286,0.89058,0.85,0.88548,0.48482,1.65016,1.15383,2.98064,0.000902897,0.000902897,0.000902897
465,439.468,0.43316,0.38142,1.07882,0.85845,0.85773,0.87021,0.48022,1.57956,1.19264,2.90347,0.000901247,0.000901247,0.000901247
466,440.389,0.47445,0.3849,1.09363,0.84733,0.81786,0.84328,0.45754,1.59806,1.1693,2.94598,0.000899597,0.000899597,0.000899597
467,441.311,0.5295,0.39851,1.0895,0.8324,0.84532,0.85405,0.50805,1.55324,1.13096,2.90662,0.000897946,0.000897946,0.000897946
468,442.233,0.44456,0.36323,1.06285,0.84887,0.85185,0.89263,0.53515,1.51488,1.03567,2.85794,0.000896296,0.000896296,0.000896296
469,443.145,0.47608,0.36107,1.09326,0.78821,0.875,0.85286,0.51674,1.49588,1.06914,2.77574,0.000894646,0.000894646,0.000894646
470,444.32,0.46337,0.38073,1.04897,0.82501,0.80595,0.83177,0.50882,1.5303,1.10427,2.84306,0.000892995,0.000892995,0.000892995
471,445.224,0.5059,0.3837,1.10544,0.83385,0.775,0.84253,0.51044,1.57806,1.18942,2.9086,0.000891345,0.000891345,0.000891345
472,446.138,0.47185,0.35423,1.07614,0.85963,0.73924,0.82765,0.45598,1.66704,1.24691,3.01085,0.000889695,0.000889695,0.000889695
473,447.075,0.44225,0.37232,1.05947,0.79086,0.77864,0.79216,0.42885,1.71082,1.25163,3.1542,0.000888044,0.000888044,0.000888044
474,447.993,0.44093,0.37597,1.06391,0.77521,0.79738,0.81805,0.43292,1.72144,1.27053,3.16131,0.000886394,0.000886394,0.000886394
475,448.904,0.47261,0.38365,1.07069,0.74342,0.84884,0.82602,0.46252,1.61655,1.29611,2.94065,0.000884744,0.000884744,0.000884744
476,450.071,0.47725,0.35259,1.07578,0.80171,0.78743,0.83557,0.48233,1.58431,1.20083,2.88194,0.000883093,0.000883093,0.000883093
477,450.991,0.46166,0.35459,1.05148,0.79844,0.8,0.83273,0.49191,1.59745,1.12994,2.93247,0.000881443,0.000881443,0.000881443
478,451.914,0.42866,0.34052,1.05825,0.82021,0.825,0.84202,0.47942,1.61106,1.04454,2.95588,0.000879793,0.000879793,0.000879793
479,452.831,0.50855,0.5046,1.12532,0.71276,0.825,0.83562,0.46995,1.61031,1.03625,2.90085,0.000878142,0.000878142,0.000878142
480,453.753,0.44799,0.37006,1.06063,0.74454,0.87983,0.86421,0.50017,1.58354,1.01805,2.83433,0.000876492,0.000876492,0.000876492
481,454.907,0.42399,0.35066,1.06163,0.82782,0.74202,0.85182,0.50333,1.58529,1.00198,2.8039,0.000874842,0.000874842,0.000874842
482,455.811,0.48993,0.37307,1.11366,0.87126,0.79467,0.88205,0.52777,1.55998,0.9882,2.68881,0.000873191,0.000873191,0.000873191
483,456.706,0.40989,0.36074,1.05294,0.80604,0.85304,0.8675,0.50476,1.55227,1.07696,2.65418,0.000871541,0.000871541,0.000871541
